username,rating,text,date,ct,company
"{'name': 'udit joshi', 'link': 'https://www.google.com/maps/contrib/111540435842759235921?hl=en-US', 'contributor_id': '111540435842759235921', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjUs0sdwEPVc4YKH9WifjOUTRIQbJJNA0WjUehjMC72ZYOgJkvDb4w=s120-c-rp-mo-ba3-br100', 'local_guide': True, 'reviews': 20, 'photos': 42}",5.0,Currently working here and proud to be a cybagian !! Work life balance is awesome and great place to work !,a year ago,pune,Cybage Software Private Limited
"{'name': 'Harshvardhan Patil', 'link': 'https://www.google.com/maps/contrib/111298918668694307849?hl=en-US', 'contributor_id': '111298918668694307849', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVZbsRt1JCXCkVT3h5XxIZdntZoi6nTPVSeEznz55P_Ul-xP9oT=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 2, 'photos': 0}",5.0,"Codeplateau Technology delivered outstanding Power BI consulting services, significantly improving the efficiency of our finance dashboards. Their team was not only highly knowledgeable but also very proactive, consistently providing up-to-date updates throughout the project. They played a crucial role in helping us design complex metrics such as Revenue, Profit, Performance, and Growth, driving substantial improvements in our financial reporting. Their attention to detail and dedicated support made a big difference. Highly recommend their services!",4 months ago,pune,Codeplateau Technology Solutions - Power BI consulting services
"{'name': 'Dhere KP', 'link': 'https://www.google.com/maps/contrib/117398344991163797646?hl=en-US', 'contributor_id': '117398344991163797646', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocJX41bEJRzLr_ms2LIgirfwCwvFujg35j5JWOT73bfY6umsUQ=s120-c-rp-mo-br100', 'reviews': 3, 'photos': 5}",5.0,"We had an outstanding experience collaborating with CodePlateau! Their expertise in Power BI helped us transform shop floor data into intuitive visual reports, now showcased on plant TVs for employees and customers alike. This shift has enabled us to go paperless, and CodePlateau played a pivotal role in creating this streamlined ecosystem. We highly recommend their Power BI consulting services in Pune!",2 months ago,pune,Codeplateau Technology Solutions - Power BI consulting services
"{'name': 'Snowy Sharma', 'link': 'https://www.google.com/maps/contrib/108948636590213529156?hl=en-US', 'contributor_id': '108948636590213529156', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocIZc5El1XRO3s7MNIm-FnGNb8pnjkgg6c-U-TFsvNYWQVorprs=s120-c-rp-mo-br100', 'reviews': 3, 'photos': 1}",5.0,"Dear Codeplateau Team

I wanted to take a moment to express my heartfelt thanks for the exceptional work you’ve done on our interior design website. The site is not only visually stunning but also incredibly functional and user-friendly.
Your attention to detail is evident in every aspect of the design, from the elegant layout to the intuitive navigation. It’s clear that a lot of thought and effort went into creating a website that truly reflects our brand and vision.

Thank you once again for your dedication and creativity.It has been a pleasure working with such a talented and committed team, and we look forward to collaborating on future projects.

Warm regards,
Snowy
Interior Designer
(SEG Interiors)",8 months ago,pune,Codeplateau Technology Solutions - Power BI consulting services
"{'name': 'Cate Fairley', 'link': 'https://www.google.com/maps/contrib/104918129455283461949?hl=en-US', 'contributor_id': '104918129455283461949', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocLS-y719rXLMElO3nZIZz1S10qIn8ppjt7NajYcirJ10t0rHw=s120-c-rp-mo-br100', 'reviews': 5, 'photos': 0}",5.0,"Nikesh and his team are incredibly efficient, responsive and have made my website and customer relationship platform so user friendly. I highly recommend Code Plateau, 6-stars!",8 months ago,pune,Codeplateau Technology Solutions - Power BI consulting services
"{'name': ""i'ara Specialist Support Coordination"", 'link': 'https://www.google.com/maps/contrib/115534432661860783047?hl=en-US', 'contributor_id': '115534432661860783047', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjWLow8eVT65YIXv2aseWfGk8pINLaMS7qmAMdWRUf4KdlrW_2g=s120-c-rp-mo-br100', 'reviews': 3, 'photos': 0}",5.0,We worked with the team at Codeplateau to develop a CRM for our business. They were fantastic to work with and very responsive. Highly recommend!!!,8 months ago,pune,Codeplateau Technology Solutions - Power BI consulting services
"{'name': 'Gaurang Shah', 'link': 'https://www.google.com/maps/contrib/113090497812414620380?hl=en-US', 'contributor_id': '113090497812414620380', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocJiw-CRvgZUmKPS0WtmOPhM5AurO-zxCeFZXRo7ne0I7bNv6A4=s120-c-rp-mo-br100', 'local_guide': True, 'reviews': 2, 'photos': 3}",5.0,"The Codeplateau Technology Solutions team delivered an excellent web page that met all our expectations.

They understood the requirements very well.

The design was professional and user-friendly, and the development team was highly responsive to all our requests. We're satisfied and would highly recommend them.",2 years ago,pune,Codeplateau Technology Solutions - Power BI consulting services
"{'name': 'Direct2Karma - UKHF', 'link': 'https://www.google.com/maps/contrib/113853554917049783431?hl=en-US', 'contributor_id': '113853554917049783431', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVNICker_j5Q-J9tCfIDXc04r9Tmi6P1MOl43b8YT06z9G57LE=s120-c-rp-mo-br100', 'reviews': 1, 'photos': 0}",5.0,"I would recommend CodePlateau  for following reasons
1. Great web designers and get to know what you have in mind.
2. Experienced team
3.Highly professional
4.Accomodative of any changes if imperative.
5. Excellent internal review mechanism to keep the followup and updates
Am very happy with the output.
Wish all the best to the team.",6 years ago,pune,Codeplateau Technology Solutions - Power BI consulting services
"{'name': 'Mish Walkeden', 'link': 'https://www.google.com/maps/contrib/104212504156063578613?hl=en-US', 'contributor_id': '104212504156063578613', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjUkXqM_BQDhP-R1tnMEJ8fnucHTpjUVwWxbaOG9LKAHD8GDT-8=s120-c-rp-mo-br100', 'reviews': 1, 'photos': 0}",5.0,Codeplateau are awesome - we work together on a daily basis and they deliver outstanding work. They have helped us with large digital projects as well as on-going monthly digital management. I would highly recommend Codeplateau to any business looking to grow their digital space.,5 years ago,pune,Codeplateau Technology Solutions - Power BI consulting services
"{'name': 'Sundeep Patel', 'link': 'https://www.google.com/maps/contrib/114644339303672872472?hl=en-US', 'contributor_id': '114644339303672872472', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjUxdX1de76Wy1AGSGfyTEn8D1XuvhM6hQdQauMwoe4KL5xFtn7SvA=s120-c-rp-mo-ba6-br100', 'local_guide': True, 'reviews': 179, 'photos': 2292}",5.0,"Persistent Systems Ltd is a global software company that provides innovative software solutions to clients worldwide. The Bhageerath office is one of the company's offices located in Pune, India. As an employee of Persistent Systems Ltd, I have had the opportunity to work at this office and experience its work culture, facilities, and environment.

Work Culture:
The work culture at Persistent Systems Ltd Bhageerath office is excellent. The company values its employees and provides a supportive environment that encourages creativity, innovation, and collaboration. The office has an open-door policy, and employees are encouraged to share their ideas and opinions freely. The management is approachable and provides ample opportunities for career growth and development.

Facilities:
The Bhageerath office has excellent facilities that cater to the needs of its employees. The office is spacious and well-equipped with state-of-the-art technology and infrastructure. The office has a modern cafeteria that serves a variety of delicious food and beverages. The office also has a gymnasium, a recreation room, and a meditation center, which are available to employees to use during their free time.

Environment:
The environment at Persistent Systems Ltd Bhageerath office is conducive to work. The office is located in a peaceful and quiet area, away from the hustle and bustle of the city. The office is surrounded by lush greenery and has a beautiful view of the nearby hills. The office has an eco-friendly policy and encourages its employees to adopt sustainable practices.

Employee Experience:
As an employee of Persistent Systems Ltd Bhageerath office, my experience has been excellent. The company provides a supportive and inclusive work environment that values its employees. The facilities and amenities provided by the company are top-notch, which makes it a great place to work. The company also provides ample opportunities for career growth and development.

Conclusion:
In conclusion, Persistent Systems Ltd Bhageerath office is a great place to work. The work culture is excellent, and the company values its employees. The facilities and amenities provided by the company are top-notch, which makes it a comfortable and enjoyable place to work. The environment is conducive to work, which makes it an ideal location for an office. Overall, it is a highly recommended place to work.",a year ago,pune,Persistent Systems Limited
"{'name': 'Aakash Gaurav', 'link': 'https://www.google.com/maps/contrib/115683065675314486377?hl=en-US', 'contributor_id': '115683065675314486377', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVRhUY09Q1LrNNGM1qr2DxgN7r5M_FA4MgdYs6UshIKrafY-SNt=s120-c-rp-mo-ba4-br100', 'local_guide': True, 'reviews': 54, 'photos': 409}",5.0,"Google map always shows backside of persistent bhageerath building, but you can search panchshil tech park or Yardi software, it is beside of those building. Their are fews IT companies there.

Apart from that, the area is very greenery and quite. Its first building of persistent and it's one of the best MNC company. It has 4 total branch in Pune only. So if you selected in persistent, it is very good for your career, you have plenty of opportunities to learn new skill. Its salary bracket is also good among other MNCs. So best of luck 👍🏼",3 years ago,pune,Persistent Systems Limited
"{'name': 'Praveen Soni', 'link': 'https://www.google.com/maps/contrib/105256165947426620582?hl=en-US', 'contributor_id': '105256165947426620582', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjWy_czWt_j77G-NdiFAnHqquX3hOova8pNayjU5GAJnB_6Nz8g=s120-c-rp-mo-ba4-br100', 'local_guide': True, 'reviews': 163, 'photos': 43}",5.0,One of the best IT company in pune. Location and offices are best. Personally I likes the name of buildings.,2 years ago,pune,Persistent Systems Limited
"{'name': 'Harshad N', 'link': 'https://www.google.com/maps/contrib/114937498974400215707?hl=en-US', 'contributor_id': '114937498974400215707', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXBISuC0P0RxodQ46bfKejqVALmul_Z-v109sSb7QHUNwSjmcHQ=s120-c-rp-mo-ba6-br100', 'local_guide': True, 'reviews': 175, 'photos': 1508}",5.0,"Well known IT company in Pune. Founded and managed by Dr Deshpande.
Persistent family known for their social service along with the core business in IT sector..",a year ago,pune,Persistent Systems Limited
"{'name': 'Sachin Erudkar', 'link': 'https://www.google.com/maps/contrib/110014826976483263882?hl=en-US', 'contributor_id': '110014826976483263882', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocJeJu4CKqcEixuDSnZ6Hhizl5roIOcTqrLg-Us4ONdhAbr6JA=s120-c-rp-mo-br100', 'reviews': 3, 'photos': 0}",1.0,"Multi level interview pannel as they don't have confidence on their pannel.

After 4 rounds Manager asked me some questions that not related to my skills.
And finally he said you need to work more on your skills.

Most pathetic company

All 5 star comments are either paid or posted by their employees",10 months ago,pune,Persistent Systems Limited
"{'name': 'The Journeyer', 'link': 'https://www.google.com/maps/contrib/113754041605971982745?hl=en-US', 'contributor_id': '113754041605971982745', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVStq_LcKyXnzfY8kimsGUQXCoVsl8yBIAtmRmCNLSLa-L45hjP=s120-c-rp-mo-ba4-br100', 'local_guide': True, 'reviews': 35, 'photos': 31}",5.0,I go there often in every 3 months. Good culture. Polite security guard. Good lobby area. Overall nice company,11 months ago,pune,Persistent Systems Limited
"{'name': 'Umesh Bugade', 'link': 'https://www.google.com/maps/contrib/116799767564624064548?hl=en-US', 'contributor_id': '116799767564624064548', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjU2vd3jMnj5AQYqloT9vjx7lLrRyqoGA5Jr4YrxxH2GPcVSvIs=s120-c-rp-mo-ba5-br100', 'local_guide': True, 'reviews': 107, 'photos': 230}",5.0,"Very modern design offices in almost every smart city in India. Basically Pune based IT company. Great and one the fastest growing Indian IT companies. You will find facilities learning and development, training , food , insurance, cab , gym , sports activities etc. Overall a very good environment and work life balance for employees.",a year ago,pune,Persistent Systems Limited
"{'name': 'Chandan Sharma', 'link': 'https://www.google.com/maps/contrib/107028490566195537936?hl=en-US', 'contributor_id': '107028490566195537936', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocJvAxuCP2TnrRl1BGG113qz3a6KX03i7ehNzLjt3fGk5kgu4w=s120-c-rp-mo-br100', 'reviews': 6, 'photos': 6}",1.0,"They have a hire and fire policy. They will mostly hire to keep you on hold for future projects which you will get if you are lucky else you will be fired after completing 3 months of bench period. They will suspend your account after that so that you won't be able to raise your voice. Also management is not bothered about such malpractices happening, so advice to people only join if you don't have a good offer of other companies and before joining do check with the project manager and ask them to have a word with an  employee who is already working on the project.
Else you will be hired for the bench and treated like an employee godown and enrolled into projects where no technical skills are required or else forced to resign after 3 months of bench.",a year ago,pune,Persistent Systems Limited
"{'name': 'Sagar Ingale', 'link': 'https://www.google.com/maps/contrib/103480775485600025362?hl=en-US', 'contributor_id': '103480775485600025362', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVQFQBC6j2UdRm_6coL99h9AX5fVkE_FQiUiWFF-F-5BFNt87OBGw=s120-c-rp-mo-ba5-br100', 'local_guide': True, 'reviews': 218, 'photos': 1062}",5.0,"Building Digital Business Through Innovation, Integration, and Analytics.
Good place to start your carrier. Work culture is good and Clients are great.
Great Ambiance.. Nice Working environment.. Good Security and Parking Arrangement.",7 years ago,pune,TIBCO Software India Pvt. Ltd
"{'name': 'Govind Kamat', 'link': 'https://www.google.com/maps/contrib/110785491366560731328?hl=en-US', 'contributor_id': '110785491366560731328', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjU1CgsAERQuPPQFVZWDFA1UYio8ifdGYQ21qgpuWcDjuP-6sPXM=s120-c-rp-mo-ba4-br100', 'local_guide': True, 'reviews': 65, 'photos': 161}",4.0,Nice vibrant place helping staff is another nice thing about this place,4 years ago,pune,TIBCO Software India Pvt. Ltd
"{'name': 'RN B', 'link': 'https://www.google.com/maps/contrib/108105664760397235028?hl=en-US', 'contributor_id': '108105664760397235028', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVXB_4lqP_4jPDO1I45o2tOGJERzJchYt640TUnJ0T3-9jew2rpZA=s120-c-rp-mo-ba3-br100', 'local_guide': True, 'reviews': 28, 'photos': 0}",5.0,"One of the most enthusiastic workplaces with the tremendous work-life balance filled with excellent growth opportunities. Technology Transformation has enabled success in throughout tenure here! Competitive salary and appreciations for hard work!
Good day!",5 years ago,pune,TIBCO Software India Pvt. Ltd
"{'name': 'PRASHANT SHINDE', 'link': 'https://www.google.com/maps/contrib/102690975198923278918?hl=en-US', 'contributor_id': '102690975198923278918', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocKRJgLlV1N2rRO53l0y3ZfHGVaoqcJmEKASuAUbtDlpgLBoQy5e=s120-c-rp-mo-ba4-br100', 'local_guide': True, 'reviews': 70, 'photos': 43}",4.0,"One of the best product based it organization.
Work life balance is what you can expect from tibco. As well have market standard competitive salary structure.",2 years ago,pune,TIBCO Software India Pvt. Ltd
"{'name': 'BHUSHAN CHAUDHARI', 'link': 'https://www.google.com/maps/contrib/114306576575432448703?hl=en-US', 'contributor_id': '114306576575432448703', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVfKdA7f2UTRzzGPkWUoxatSSEotClXP9yeUY1N484OiRBt0cVi=s120-c-rp-mo-ba2-br100', 'local_guide': True, 'reviews': 7, 'photos': 16}",5.0,"Great Work place.
Very kind Staff and Officemates.
Nice environment.",2 years ago,pune,TIBCO Software India Pvt. Ltd
